Question,Practice,Target,nClicks,Clicks,Agent 0 X,Agent 0 Y,Agent 1 X,Agent 1 Y,Agent 2 X,Agent 2 Y,Agent 3 X,Agent 3 Y,Agent 4 X,Agent 4 Y,Agent 5 X,Agent 5 Y,Agent 6 X,Agent 6 Y,Agent 7 X,Agent 7 Y,Agent 8 X,Agent 8 Y,Agent 9 X,Agent 9 Y
0,0,0,1,0;,-5.216375,6.238072,1.196994,0.7297629,6.37176,0.8358581,-0.2864105,3.108112,2.100281,3.066806,5.159868,8.224675,0.02976541,7.00629,-0.997085,-2.166021,8.592517,10.57836,-2.176721,6.875122
